Paper's Reference [-],Fluid 1 [-],Fluid 1 Superficial Velocity [m/s],Fluid 1 Viscosity [Pa.s],Fluid 1 Density [kg/m³],Fluid 2 [-],Fluid 2 Superficial Velocity [m/s],Fluid 2 Viscosity [Pa.s],Fluid 2 Density [kg/m³],Internal Diameter [m],Duct Inclination [°],Interfacial Tension [N/m],Pressure Gradient [Pa/m],Model Prediction Pressure Gradient [Pa/m]
Torres (1992),Water,0.0114,0.0009321,997.5,Air,25.09,1.827e-05,1.1275912150646,0.0318,0.0,0.072,341.91,482.376631480247
Torres (1992),Water,0.0209,0.0009321,997.5,Air,4.47,1.827e-05,1.12266133596051,0.0318,0.0,0.072,17.99,14.864888891105
Torres (1992),Water,0.0209,0.0009321,997.5,Air,9.32,1.827e-05,1.12232456087402,0.0318,0.0,0.072,50.14,47.765144549742
Torres (1992),Water,0.0209,0.0009321,997.5,Air,12.33,1.827e-05,1.12374965000182,0.0318,0.0,0.072,104.71,76.063210197264
Torres (1992),Water,0.019,0.0009321,997.5,Air,16.65,1.827e-05,1.12349368682046,0.0318,0.0,0.072,185.0,125.158100903783
Torres (1992),Water,0.0203,0.0009321,997.5,Air,20.56,1.827e-05,1.12940918885495,0.0318,0.0,0.072,276.39,452.29297759702
Torres (1992),Water,0.0213,0.0009321,997.5,Air,24.87,1.827e-05,1.12962680461115,0.0318,0.0,0.072,419.86,579.51238698107
Torres (1992),Water,0.0295,0.0009321,997.5,Air,4.4,1.827e-05,1.12136775732755,0.0318,0.0,0.072,13.5,16.1560063287887
Torres (1992),Water,0.0299,0.0009321,997.5,Air,9.45,1.827e-05,1.12266486486467,0.0318,0.0,0.072,63.17,52.1179594337111
Torres (1992),Water,0.0299,0.0009321,997.5,Air,12.24,1.827e-05,1.12395385592223,0.0318,0.0,0.072,112.53,79.1896505511499
Torres (1992),Water,0.0287,0.0009321,997.5,Air,16.66,1.827e-05,1.12406689848532,0.0318,0.0,0.072,206.95,406.233151562112
Torres (1992),Water,0.0306,0.0009321,997.5,Air,20.63,1.827e-05,1.12563408482041,0.0318,0.0,0.072,312.01,530.909492415823
Torres (1992),Water,0.0305,0.0009321,997.5,Air,24.9,1.827e-05,1.1321785552054,0.0318,0.0,0.072,472.53,661.74843053147
Torres (1992),Water,0.0397,0.0009321,997.5,Air,4.49,1.827e-05,1.12256782000041,0.0318,0.0,0.072,14.41,18.6632100036303
Torres (1992),Water,0.0396,0.0009321,997.5,Air,9.36,1.827e-05,1.11932581575351,0.0318,0.0,0.072,70.44,54.644089716728
Torres (1992),Water,0.0396,0.0009321,997.5,Air,12.29,1.827e-05,1.12087018184174,0.0318,0.0,0.072,129.58,83.8580715697427
Torres (1992),Water,0.0411,0.0009321,997.5,Air,16.39,1.827e-05,1.12473515530208,0.0318,0.0,0.072,232.54,468.671403939404
Torres (1992),Water,0.0406,0.0009321,997.5,Air,20.7,1.827e-05,1.13014249513829,0.0318,0.0,0.072,349.52,601.849405848868
Torres (1992),Water,0.0402,0.0009321,997.5,Air,24.99,1.827e-05,1.13354635845575,0.0318,0.0,0.072,524.91,742.290936974441
Torres (1992),Water,0.0711,0.0009321,997.5,Air,4.46,1.827e-05,1.12050223476854,0.0318,0.0,0.072,25.4,24.8808148928324
Torres (1992),Water,0.0712,0.0009321,997.5,Air,9.43,1.827e-05,1.12268345042655,0.0318,0.0,0.072,108.93,66.6047680858799
Torres (1992),Water,0.0718,0.0009321,997.5,Air,12.17,1.827e-05,1.12440567328417,0.0318,0.0,0.072,174.88,460.174480556924
Torres (1992),Water,0.0721,0.0009321,997.5,Air,16.35,1.827e-05,1.12626364132161,0.0318,0.0,0.072,291.07,618.233644981805
Torres (1992),Water,0.0724,0.0009321,997.5,Air,20.78,1.827e-05,1.13327804410986,0.0318,0.0,0.072,469.59,794.977386506096
Torres (1992),Water,0.0724,0.0009321,997.5,Air,25.08,1.827e-05,1.13731899225738,0.0318,0.0,0.072,669.38,972.56962613636
Rosa e Mastelari (2008),Water,0.29,0.000893,997.0,Air,0.143,1.84e-05,1.23501012738099,0.026,90.0,0.072,8300.0,7887.79492795524
Rosa e Mastelari (2008),Water,0.6,0.000893,997.0,Air,0.132,1.84e-05,1.25253628812906,0.026,90.0,0.072,9100.0,8826.8600504984
Rosa e Mastelari (2008),Water,0.61,0.000893,997.0,Air,0.213,1.84e-05,1.24202059168022,0.026,90.0,0.072,8500.0,8319.35303056022
Rosa e Mastelari (2008),Water,1.19,0.000893,997.0,Air,0.209,1.84e-05,1.26772562744406,0.026,90.0,0.072,9700.0,9469.21701098869
Rosa e Mastelari (2008),Water,1.21,0.000893,997.0,Air,0.13,1.84e-05,1.27356768102675,0.026,90.0,0.072,10000.0,9804.20263379259
Rosa e Mastelari (2008),Water,2.12,0.000893,997.0,Air,0.515,1.84e-05,1.28642019890867,0.026,90.0,0.072,10600.0,10473.763916267
Rosa e Mastelari (2008),Water,2.16,0.000893,997.0,Air,0.264,1.84e-05,1.17074753797138,0.026,90.0,0.072,11100.0,10878.4752274927
Rosa e Mastelari (2008),Water,2.22,0.000893,997.0,Air,0.152,1.84e-05,1.0188541448214,0.026,90.0,0.072,11400.0,10839.1320609776
Rosa e Mastelari (2008),Water,2.86,0.000893,997.0,Air,3.038,1.84e-05,1.49673412788557,0.026,90.0,0.072,12000.0,8518.76745689875
Rosa e Mastelari (2008),Water,2.92,0.000893,997.0,Air,1.716,1.84e-05,1.41611378844443,0.026,90.0,0.072,12000.0,9487.090563007
Rosa e Mastelari (2008),Water,2.95,0.000893,997.0,Air,0.925,1.84e-05,1.5037445921848,0.026,90.0,0.072,12300.0,10458.6014338907
Rosa e Mastelari (2008),Water,2.99,0.000893,997.0,Air,0.522,1.84e-05,1.29109384177483,0.026,90.0,0.072,12300.0,11201.7671242519
Rosa e Mastelari (2008),Water,3.05,0.000893,997.0,Air,0.273,1.84e-05,1.09363243067985,0.026,90.0,0.072,12600.0,11811.6615484817
Rosa e Mastelari (2008),Water,3.09,0.000893,997.0,Air,0.159,1.84e-05,1.03871712700255,0.026,90.0,0.072,13200.0,12134.2429335621
Rosa e Mastelari (2008),Water,0.3,0.000893,997.0,Air,2.025,1.84e-05,1.21631555591638,0.026,90.0,0.072,3100.0,4901.96287925396
Rosa e Mastelari (2008),Water,0.63,0.000893,997.0,Air,1.881,1.84e-05,1.25019946669599,0.026,90.0,0.072,4700.0,6043.80932500101
Rosa e Mastelari (2008),Water,1.2,0.000893,997.0,Air,0.546,1.84e-05,1.2537046988456,0.026,90.0,0.072,8700.0,8565.84026280837
Rosa e Mastelari (2008),Water,1.24,0.000893,997.0,Air,1.825,1.84e-05,1.29459907392444,0.026,90.0,0.072,7100.0,7920.2838455353
Rosa e Mastelari (2008),Water,1.25,0.000893,997.0,Air,1.09,1.84e-05,1.25604152027868,0.026,90.0,0.072,7700.0,8027.9945595771
Rosa e Mastelari (2008),Water,2.13,0.000893,997.0,Air,1.024,1.84e-05,1.30511477037329,0.026,90.0,0.072,10100.0,10155.7683668247
Rosa e Mastelari (2008),Water,2.13,0.000893,997.0,Air,1.856,1.84e-05,1.34484073473559,0.026,90.0,0.072,9600.0,7448.7534977741
Rosa e Mastelari (2008),Water,0.59,0.000893,997.0,Air,9.763,1.84e-05,1.30044112750713,0.026,90.0,0.072,4800.0,17271.6643001889
Rosa e Mastelari (2008),Water,1.2,0.000893,997.0,Air,14.361,1.84e-05,1.53762850296441,0.026,90.0,0.072,9900.0,33393.8104573374
Rosa e Mastelari (2008),Water,1.28,0.000893,997.0,Air,9.085,1.84e-05,1.45817657423981,0.026,90.0,0.072,7800.0,17855.1078475462
Rosa e Mastelari (2008),Water,1.99,0.000893,997.0,Air,8.111,1.84e-05,1.5586598958621,0.026,90.0,0.072,10000.0,17799.5707502841
Rosa e Mastelari (2008),Water,2.03,0.000893,997.0,Air,5.388,1.84e-05,1.52711280651557,0.026,90.0,0.072,9500.0,13458.3486530035
Rosa e Mastelari (2008),Water,2.09,0.000893,997.0,Air,3.055,1.84e-05,1.43130312775942,0.026,90.0,0.072,9400.0,10971.7750965279
Rosa e Mastelari (2008),Water,2.09,0.000893,997.0,Air,11.023,1.84e-05,1.77247905698861,0.026,90.0,0.072,13200.0,25979.4035410009
Rosa e Mastelari (2008),Water,2.69,0.000893,997.0,Air,7.708,1.84e-05,1.71522693187823,0.026,90.0,0.072,12900.0,19084.670040247
Rosa e Mastelari (2008),Water,2.79,0.000893,997.0,Air,4.758,1.84e-05,1.61240678882286,0.026,90.0,0.072,12200.0,14450.764368073
Rosa e Mastelari (2008),Water,0.22,0.000893,997.0,Air,21.062,1.84e-05,1.2139787344833,0.026,90.0,0.072,3200.0,3230.21096969318
Rosa e Mastelari (2008),Water,0.24,0.000893,997.0,Air,20.187,1.84e-05,1.21982078806599,0.026,90.0,0.072,3300.0,3328.27359626316
Rosa e Mastelari (2008),Water,0.35,0.000893,997.0,Air,17.575,1.84e-05,1.25604152027868,0.026,90.0,0.072,4000.0,3978.95925203386
Rosa e Mastelari (2008),Water,0.65,0.000893,997.0,Air,16.543,1.84e-05,1.35535643118443,0.026,90.0,0.072,6300.0,6005.03544194719
Rosa e Mastelari (2008),Water,1.2,0.000893,997.0,Air,19.778,1.84e-05,1.68251143181516,0.026,90.0,0.072,11600.0,54826.5499924893
"Waltrich, P. J. (2016)",Water,0.0274306613837245,0.001108,998.9,Air,0.17462968607132,1.793e-05,1.2211,0.297180594361189,90.0,0.072,8588.51507,7744.35970396397
"Waltrich, P. J. (2016)",Water,0.0274306613837245,0.001108,998.9,Air,0.272419993904297,1.793e-05,1.2211,0.297180594361189,90.0,0.072,7246.18493,6984.34764321062
"Waltrich, P. J. (2016)",Water,0.0274306613837245,0.001108,998.9,Air,0.377199024687595,1.793e-05,1.2211,0.297180594361189,90.0,0.072,7264.50794,6351.84721579357
"Waltrich, P. J. (2016)",Water,0.0274306613837245,0.001108,998.9,Air,0.454035355074672,1.793e-05,1.2211,0.297180594361189,90.0,0.072,6161.05556,5973.72909409854
"Waltrich, P. J. (2016)",Water,0.0274306613837245,0.001108,998.9,Air,0.579768363303871,1.793e-05,1.2211,0.297180594361189,90.0,0.072,5848.43334,5468.26023187005
"Waltrich, P. J. (2016)",Water,0.0274306613837245,0.001108,998.9,Air,0.684544346235904,1.793e-05,1.2211,0.297180594361189,90.0,0.072,5406.87142,5127.41263429189
"Waltrich, P. J. (2016)",Water,0.0274306613837245,0.001108,998.9,Air,0.810277354465102,1.793e-05,1.2211,0.297180594361189,90.0,0.072,5204.63968,4789.36599103646
"Waltrich, P. J. (2016)",Water,0.0274306613837245,0.001108,998.9,Air,0.984903992685157,1.793e-05,1.2211,0.297180594361189,90.0,0.072,4671.2365,4414.24088305669
"Waltrich, P. J. (2016)",Water,0.0274306613837245,0.001108,998.9,Air,1.06872599817129,1.793e-05,1.2211,0.297180594361189,90.0,0.072,4671.2365,4263.88799912512
"Waltrich, P. J. (2016)",Water,0.0274306613837245,0.001108,998.9,Air,2.98964035355075,1.793e-05,1.2211,0.297180594361189,90.0,0.072,2611.59445,2859.86189659713
"Waltrich, P. J. (2016)",Water,0.0274306613837245,0.001108,998.9,Air,3.83484303565986,1.793e-05,1.2211,0.297180594361189,90.0,0.072,2225.22777,2683.48325001138
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,1.82312404754648,1.793e-05,1.2211,0.297180594361189,90.0,0.072,4266.77302,3806.96375125198
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,3.785949405669,1.793e-05,1.2211,0.297180594361189,90.0,0.072,2979.41191,2952.2115731992
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,6.06310576043889,1.793e-05,1.2211,0.297180594361189,90.0,0.072,2427.68572,2731.32089735637
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,8.03990246875953,1.793e-05,1.2211,0.297180594361189,90.0,0.072,1692.0508,2730.3350239579
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,1.30622066443158,1.793e-05,1.2211,0.297180594361189,90.0,0.072,5259.83492,4370.98764755003
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,1.14556232855837,1.793e-05,1.2211,0.297180594361189,90.0,0.072,6234.57381,5286.6258597127
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,1.90694300518135,1.793e-05,1.2211,0.297180594361189,90.0,0.072,4597.71825,4326.15283227105
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,3.90469673879915,1.793e-05,1.2211,0.297180594361189,90.0,0.072,3310.35714,3343.83048161199
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,5.8465650716245,1.793e-05,1.2211,0.297180594361189,90.0,0.072,3034.60715,3058.77306741362
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,7.64873209387382,1.793e-05,1.2211,0.297180594361189,90.0,0.072,2335.61825,2988.20567584406
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,0.307345321548308,1.793e-05,1.2211,0.297180594361189,90.0,0.072,8386.28333,8101.44231845445
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,0.656604693690948,1.793e-05,1.2211,0.297180594361189,90.0,0.072,7135.79445,6892.07142931791
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,1.07571167327034,1.793e-05,1.2211,0.297180594361189,90.0,0.072,6804.62301,5933.06537312406
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,1.78121304480341,1.793e-05,1.2211,0.297180594361189,90.0,0.072,5462.06666,4942.37397882692
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,2.66134105455654,1.793e-05,1.2211,0.297180594361189,90.0,0.072,4708.10873,4243.42644398068
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,3.57639439195367,1.793e-05,1.2211,0.297180594361189,90.0,0.072,4009.34604,3823.03332379599
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,3.83484303565986,1.793e-05,1.2211,0.297180594361189,90.0,0.072,3862.08333,3738.09448517787
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,5.56715940262115,1.793e-05,1.2211,0.297180594361189,90.0,0.072,3475.94286,3388.49857618085
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,7.41822310271259,1.793e-05,1.2211,0.297180594361189,90.0,0.072,3236.83889,3246.67997496715
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,0.789320329167937,1.793e-05,1.2211,0.198882397764796,90.0,0.072,5793.2381,5104.86880215855
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,1.37607436757086,1.793e-05,1.2211,0.198882397764796,90.0,0.072,4597.71825,4090.11376331129
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,2.53560804632734,1.793e-05,1.2211,0.198882397764796,90.0,0.072,3181.64365,3284.8278778724
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,4.54733008229198,1.793e-05,1.2211,0.198882397764796,90.0,0.072,2501.20397,2939.92873688029
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,6.41236208473026,1.793e-05,1.2211,0.198882397764796,90.0,0.072,1710.37381,2962.90290816372
"Waltrich, P. J. (2016)",Water,0.426699177080158,0.001108,998.9,Air,0.963950015239256,1.793e-05,1.2211,0.198882397764796,90.0,0.072,5921.95159,5415.4615221568
"Waltrich, P. J. (2016)",Water,0.426699177080158,0.001108,998.9,Air,1.30622066443158,1.793e-05,1.2211,0.198882397764796,90.0,0.072,5296.70715,4832.16523163263
"Waltrich, P. J. (2016)",Water,0.426699177080158,0.001108,998.9,Air,2.13046936909479,1.793e-05,1.2211,0.198882397764796,90.0,0.072,3715.04683,4022.35026303067
"Waltrich, P. J. (2016)",Water,0.426699177080158,0.001108,998.9,Air,3.63227369704358,1.793e-05,1.2211,0.198882397764796,90.0,0.072,2776.95396,3433.40731878229
"Waltrich, P. J. (2016)",Water,0.426699177080158,0.001108,998.9,Air,5.59509905516611,1.793e-05,1.2211,0.198882397764796,90.0,0.072,2390.81349,3248.70184997427
"Waltrich, P. J. (2016)",Water,0.426699177080158,0.001108,998.9,Air,7.12484608351112,1.793e-05,1.2211,0.198882397764796,90.0,0.072,2151.70952,3272.97209534442
"Waltrich, P. J. (2016)",Water,0.426699177080158,0.001108,998.9,Air,8.39614446814995,1.793e-05,1.2211,0.198882397764796,90.0,0.072,2390.81349,3343.79810724433
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,0.733441024078025,1.793e-05,1.2211,0.198882397764796,90.0,0.072,6933.3365,6597.30508394749
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,1.2293843340445,1.793e-05,1.2211,0.198882397764796,90.0,0.072,5866.75635,5593.7299306512
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,1.98378238341969,1.793e-05,1.2211,0.198882397764796,90.0,0.072,4910.34047,4719.23526336925
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,3.05250838159098,1.793e-05,1.2211,0.198882397764796,90.0,0.072,4101.1873,4090.10549258196
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,5.23885705577568,1.793e-05,1.2211,0.198882397764796,90.0,0.072,3365.55238,3639.71274712723
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,6.27266077415422,1.793e-05,1.2211,0.198882397764796,90.0,0.072,2942.53968,3590.25089835024
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,8.59871380676623,1.793e-05,1.2211,0.198882397764796,90.0,0.072,2648.24047,3649.22396303572
"Waltrich, P. J. (2016)",Water,0.853398354160317,0.001108,998.9,Air,0.488960682718683,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,6639.2635,7467.94965372929
"Waltrich, P. J. (2016)",Water,0.853398354160317,0.001108,998.9,Air,1.25732703444072,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,5167.99366,5803.34888379107
"Waltrich, P. J. (2016)",Water,0.853398354160317,0.001108,998.9,Air,2.54957634867418,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,3383.87539,4806.39618834701
"Waltrich, P. J. (2016)",Water,0.853398354160317,0.001108,998.9,Air,3.63227369704358,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,3365.55238,4582.30998013181
"Waltrich, P. J. (2016)",Water,0.853398354160317,0.001108,998.9,Air,6.67081377628772,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,2960.86269,4865.37594309805
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,0.454035355074672,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,5738.04286,6754.52967897526
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,1.68341968911917,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,3420.74762,4430.19409128621
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,2.9966260286498,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,2685.1127,3922.7931045106
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,4.84768972874124,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,2446.00873,3994.08432698472
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,6.61493142334654,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,1894.28254,4342.19205090538
"Waltrich, P. J. (2016)",Water,0.152392563242914,0.001108,998.9,Air,0.153672660774154,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,6400.15953,7677.59355050015
"Waltrich, P. J. (2016)",Water,0.152392563242914,0.001108,998.9,Air,0.670572996037793,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,3972.47381,4902.59586534576
"Waltrich, P. J. (2016)",Water,0.152392563242914,0.001108,998.9,Air,1.7881956720512,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,2225.22777,3489.27167906886
"Waltrich, P. J. (2016)",Water,0.152392563242914,0.001108,998.9,Air,3.08743370923499,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,1434.39761,3250.21961250169
"Waltrich, P. J. (2016)",Water,0.152392563242914,0.001108,998.9,Air,4.21204206034746,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,1250.48888,3361.83340598241
"Waltrich, P. J. (2016)",Water,0.152392563242914,0.001108,998.9,Air,6.91529411764706,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,1140.32461,4002.11047416246
"Waltrich, P. J. (2016)",Water,0.853398354160317,0.001108,998.9,Air,9.19895458701615,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,2358.69167,5608.74731207958
"Waltrich, P. J. (2016)",Water,0.853398354160317,0.001108,998.9,Air,17.3747729350808,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,2787.35962,11114.184552179
"Waltrich, P. J. (2016)",Water,0.152392563242914,0.001108,998.9,Air,9.22344102407802,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,839.69152,4709.71104871551
"Waltrich, P. J. (2016)",Water,0.152392563242914,0.001108,998.9,Air,31.5691435537946,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,643.34124,25834.5704181433
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,9.45201158183481,1.793e-05,1.2211,0.198882397764796,90.0,0.072,1751.09161,3245.91311866586
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,10.8665955501372,1.793e-05,1.2211,0.198882397764796,90.0,0.072,1858.31515,3541.36053692145
"Waltrich, P. J. (2016)",Water,0.182871075891496,0.001108,998.9,Air,14.1747089302042,1.793e-05,1.2211,0.198882397764796,90.0,0.072,1304.32686,4405.86426224037
"Waltrich, P. J. (2016)",Water,0.426699177080158,0.001108,998.9,Air,9.64974702834502,1.793e-05,1.2211,0.198882397764796,90.0,0.072,1643.86807,3522.97134430822
"Waltrich, P. J. (2016)",Water,0.426699177080158,0.001108,998.9,Air,10.6126424870466,1.793e-05,1.2211,0.198882397764796,90.0,0.072,2108.50341,3713.26244204312
"Waltrich, P. J. (2016)",Water,0.426699177080158,0.001108,998.9,Air,12.8464583968302,1.793e-05,1.2211,0.198882397764796,90.0,0.072,1786.83279,4243.48443450492
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,9.64903078329778,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,1357.93863,5321.19340318095
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,22.2068180432795,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,821.82093,15138.4316268999
"Waltrich, P. J. (2016)",Water,0.457177689728741,0.001108,998.9,Air,27.7789576348674,1.793e-05,1.2211,0.0972821945643891,90.0,0.072,714.8236,21434.5155656495
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,11.5186101798232,1.793e-05,1.2211,0.198882397764796,90.0,0.072,2429.94782,4183.18754116445
"Waltrich, P. J. (2016)",Water,0.731484303565986,0.001108,998.9,Air,12.1409996952149,1.793e-05,1.2211,0.198882397764796,90.0,0.072,2465.689,4327.77826077473
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,1.03896346850389,0.0010016,998.2,Air,0.0407436654315252,1.813e-05,1.2041,0.05,90.0,0.072,9674.35275,9652.98533023211
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,1.03896346850389,0.0010016,998.2,Air,0.0865802890419911,1.813e-05,1.2041,0.05,90.0,0.072,9384.10195,9275.56372237519
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,1.03896346850389,0.0010016,998.2,Air,0.127323954473516,1.813e-05,1.2041,0.05,90.0,0.072,9200.04045,8965.29197881853
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,1.03896346850389,0.0010016,998.2,Air,0.168067619905042,1.813e-05,1.2041,0.05,90.0,0.072,8817.7589,8676.2439945962
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,1.03896346850389,0.0010016,998.2,Air,0.213904243515507,1.813e-05,1.2041,0.05,90.0,0.072,8683.25243333334,8373.85160155809
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,0.738478935946395,0.0010016,998.2,Air,0.0407436654315252,1.813e-05,1.2041,0.05,90.0,0.072,9532.76698333333,9415.21255653687
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,0.738478935946395,0.0010016,998.2,Air,0.0865802890419911,1.813e-05,1.2041,0.05,90.0,0.072,9178.80258333333,8904.98511446539
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,0.738478935946395,0.0010016,998.2,Air,0.127323954473516,1.813e-05,1.2041,0.05,90.0,0.072,8909.78965,8497.13853078398
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,0.738478935946395,0.0010016,998.2,Air,0.168067619905042,1.813e-05,1.2041,0.05,90.0,0.072,8527.50808333333,8126.24808911751
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,0.738478935946395,0.0010016,998.2,Air,0.213904243515507,1.813e-05,1.2041,0.05,90.0,0.072,8371.76375,7747.25883128988
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,0.40845524595104,0.0010016,998.2,Air,0.0407436654315252,1.813e-05,1.2041,0.05,90.0,0.072,8952.26536666667,8958.59473675952
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,0.40845524595104,0.0010016,998.2,Air,0.0865802890419911,1.813e-05,1.2041,0.05,90.0,0.072,8449.63591666667,8138.36438733165
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,0.40845524595104,0.0010016,998.2,Air,0.127323954473516,1.813e-05,1.2041,0.05,90.0,0.072,8194.78155,7527.45870797349
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,0.40845524595104,0.0010016,998.2,Air,0.168067619905042,1.813e-05,1.2041,0.05,90.0,0.072,7968.24433333333,7003.21268729681
"Jia, J., Babatunde, A., & Wang, M. (2015)",Water,0.40845524595104,0.0010016,998.2,Air,0.213904243515507,1.813e-05,1.2041,0.05,90.0,0.072,7805.42071666667,7771.0574473334
